Reference (Strand)	Position	Read-count	pValue
JN555585-	137994	6.0	7.768605046742797E-9
JN555585-	137995	5.0	7.768605046742797E-9
JN555585-	137992	15.0	2.1284903734928412E-7
JN555585-	137993	3.0	7.768605046742797E-9
JN555585-	137998	8.0	7.035389395010262E-10
JN555585-	137999	15.0	1.2151976361834892E-10
JN555585-	137996	8.0	7.768605046742797E-9
JN555585-	56079	208.0	1.6396795347460176E-7
JN555585-	137997	13.0	1.6250693013153223E-9
JN555585-	56080	1971.0	5.363437730476785E-9
JN555585-	138002	13.0	3.6006636516989004E-12
JN555585-	56081	88.0	1.3031075314163676E-7
JN555585-	138003	1.0	2.075916975748901E-11
JN555585-	56082	33.0	1.3031075314163676E-7
JN555585-	138000	6.0	2.6653651695684183E-11
JN555585-	56083	22.0	1.3031075314163676E-7
JN555585-	138001	9.0	2.6653651695684183E-11
JN555585-	56084	4.0	2.9526107357396116E-7
JN555585-	138006	4.0	1.2151976361834892E-10
JN555585-	56085	8.0	2.9526107357396116E-7
JN555585-	138007	15.0	1.7106601278282385E-11
JN555585-	56086	19.0	2.9526107357396116E-7
JN555585-	138004	6.0	2.6653651695684183E-11
JN555585-	56087	6.0	2.9526107357396116E-7
JN555585-	138005	6.0	2.6653651695684183E-11
JN555585-	56088	27.0	2.9526107357396116E-7
JN555585-	138010	16.0	2.811007483326217E-10
JN555585-	138011	11.0	5.284420985938085E-11
JN555585-	138008	1.0	1.7106601278282385E-11
JN555585-	138009	6.0	5.636477122165922E-10
JN555585-	138014	6.0	1.767107121413202E-12
JN555585-	47901	25.0	2.990594384059263E-7
JN555585-	138015	2.0	8.418769718296152E-12
JN555585-	47902	9.0	1.4351835873454692E-7
JN555585-	105247	177.0	3.034801247447669E-7
JN555585-	138012	9.0	1.767107121413202E-12
JN555585-	47903	12.0	9.24689787398401E-8
JN555585-	138013	2.0	1.767107121413202E-12
JN555585-	47904	25.0	1.193005019393818E-8
JN555585-	105249	138.0	4.779060242599632E-8
JN555585-	138018	3.0	1.2151976361834892E-10
JN555585-	47905	60.0	2.9698369158114362E-9
JN555585-	105248	215.0	4.779060242599632E-8
JN555585-	138019	4.0	2.8858082336243267E-10
JN555585-	47906	142.0	3.774771663508733E-8
JN555585-	105251	148.0	4.070437420234875E-9
JN555585-	138016	1.0	2.075916975748901E-11
JN555585-	47907	60.0	4.020623189052221E-7
JN555585-	105250	223.0	1.4525259486830164E-8
JN555585-	138017	3.0	2.6653651695684183E-11
JN555585-	47908	146.0	3.639256336618843E-7
JN555585-	105253	493.0	1.5175220352008283E-9
JN555585-	138022	6.0	8.80683728525079E-12
JN555585-	105252	793.0	4.489629824507966E-10
JN555585-	138023	2.0	2.1718318249391238E-11
JN555585-	105255	266.0	3.007160382327982E-10
JN555585-	138020	5.0	6.769791142726682E-10
JN555585-	105254	110.0	1.5175220352008283E-9
JN555585-	138021	3.0	3.5228127587823074E-12
JN555585-	105257	1463.0	3.6006636516989004E-12
JN555585-	138026	4.0	2.075916975748901E-11
JN555585-	105256	216.0	2.6653651695684183E-11
JN555585-	138027	2.0	2.075916975748901E-11
JN555585-	105259	43.0	4.802740130062329E-10
JN555585-	138024	8.0	8.418769718296152E-12
JN555585-	105258	199.5	1.1207404970692351E-9
JN555585-	138025	7.0	8.418769718296152E-12
JN555585-	105261	77.0	4.802740130062329E-10
JN555585-	138030	1.0	7.035389395010262E-10
JN555585-	105260	58.0	4.802740130062329E-10
JN555585-	138031	0.0	1.041567890451681E-9
JN555585-	105263	45.0	1.6530107145746246E-10
JN555585-	138028	0.0	2.075916975748901E-11
JN555585-	105262	20.0	4.802740130062329E-10
JN555585-	138029	0.0	2.6653651695684183E-11
JN555585-	105265	182.5	1.4072215052594231E-11
JN555585-	138034	0.0	1.193005019393818E-8
JN555585-	105264	84.0	1.6530107145746246E-10
JN555585-	138035	0.0	1.4556319603041119E-8
JN555585-	105267	179.0	1.5564217253465694E-12
JN555585-	138032	0.0	1.3110335228610917E-9
JN555585-	105266	73.0	1.4072215052594231E-11
JN555585-	138033	0.0	5.3682707806457785E-9
JN555585-	105269	64.0	1.5564217253465694E-12
JN555585-	138038	0.0	4.0448305117340626E-7
JN555585-	105268	61.0	1.5564217253465694E-12
JN555585-	105271	47.83333206176758	9.247956274826928E-14
JN555585-	138036	0.0	1.4556319603041119E-8
JN555585-	105270	70.0	9.247956274826928E-14
JN555585-	138037	1.0	5.6495459309567965E-8
JN555585-	105273	93.0	2.392725194915335E-13
JN555585-	138042	0.0	5.585678410746413E-7
JN555585-	105272	131.21945190429688	9.247956274826928E-14
JN555585-	105275	113.0	9.247956274826928E-14
JN555585-	138040	0.0	2.613779283484341E-8
JN555585-	105274	23.0	6.131358311973077E-13
JN555585-	138041	0.0	9.689557218973684E-8
JN555585-	105277	20.0	9.247956274826928E-14
JN555585-	105276	69.0	9.247956274826928E-14
JN555585-	105279	77.0	9.247956274826928E-14
JN555585-	105278	152.0	9.247956274826928E-14
JN555585-	105281	73.0	2.392725194915335E-13
JN555585-	105280	18.0	2.392725194915335E-13
JN555585-	105283	53.0	2.392725194915335E-13
JN555585-	105282	35.0	2.392725194915335E-13
JN555585-	105285	87.0	1.4072215052594231E-11
JN555585-	105284	25.0	2.392725194915335E-13
JN555585-	105287	46.0	1.4072215052594231E-11
JN555585-	105286	30.0	3.4571428020577934E-11
JN555585-	105289	40.0	1.4072215052594231E-11
JN555585-	105288	11.0	1.4072215052594231E-11
JN555585-	105291	28.0	5.6706119189933295E-12
JN555585-	105290	25.0	1.4072215052594231E-11
JN555585-	105293	60.0	5.6706119189933295E-12
JN555585-	105292	55.166664123535156	5.6706119189933295E-12
JN555585-	105295	62.0	3.4571428020577934E-11
JN555585-	105294	55.5	1.4072215052594231E-11
JN555585-	105297	72.0	3.4571428020577934E-11
JN555585-	105296	89.0	3.4571428020577934E-11
JN555585-	105299	29.0	3.4571428020577934E-11
JN555585-	105298	69.0	3.4571428020577934E-11
JN555585-	105301	66.0	3.4571428020577934E-11
JN555585-	105300	48.0	3.4571428020577934E-11
JN555585-	105303	133.0	8.409393746341624E-11
JN555585-	105302	115.0	8.409393746341624E-11
JN555585-	105305	131.0	2.0256782998980348E-10
JN555585-	105304	88.0	8.409393746341624E-11
JN555585-	105307	84.0	4.832771653097641E-10
JN555585-	105306	116.0	4.832771653097641E-10
JN555585-	105309	50.0	2.0256782998980348E-10
JN555585-	105308	58.0	4.832771653097641E-10
JN555585-	105311	31.0	4.832771653097641E-10
JN555585-	105310	80.0	2.0256782998980348E-10
JN555585-	105313	18.0	2.0256782998980348E-10
JN555585-	105312	32.0	2.0256782998980348E-10
JN555585-	105315	64.0	4.832771653097641E-10
JN555585-	105314	24.0	4.832771653097641E-10
JN555585-	105317	120.0	1.1207404970692351E-9
JN555585-	105316	59.0	2.0256782998980348E-10
JN555585-	105319	60.0	7.727016317087053E-8
JN555585-	105318	35.0	4.97462653042838E-9
JN555585-	105321	39.0	3.639256336618843E-7
JN555585-	105320	62.0	1.6861162480022187E-7
JN555585-	105325	52.0	3.639256336618843E-7
JN555585-	105327	80.0	3.639256336618843E-7
JN555585-	105326	60.0	3.639256336618843E-7
JN555585-	105328	42.0	3.639256336618843E-7
JN555585-	31606	111.0	2.5313347960334253E-7
JN555585-	121913	43.0	5.249082799457521E-7
JN555585-	121915	36.0	1.4909870253465837E-7
JN555585-	121914	26.0	5.249082799457521E-7
JN555585-	121917	49.0	3.774771663508733E-8
JN555585-	121916	12.0	6.998089676390706E-8
JN555585-	121919	21.0	3.774771663508733E-8
JN555585-	121918	31.0	1.7235692916748875E-8
JN555585-	121921	16.0	8.161325653492634E-8
JN555585-	121920	16.0	3.774771663508733E-8
JN555585-	121923	20.0	8.348471808606822E-9
JN555585-	121922	42.0	1.857146502623241E-8
JN555585-	121925	11.0	1.857146502623241E-8
JN555585-	121924	24.0	1.857146502623241E-8
JN555585-	121927	27.0	1.5690131484976317E-9
JN555585-	121926	42.0	3.5931145625126515E-9
JN555585-	121929	44.0	2.406965955495957E-10
JN555585-	121928	25.0	1.5690131484976317E-9
JN555585-	121931	29.0	4.627816282852785E-12
JN555585-	121930	40.0	1.1502529441395461E-11
JN555585-	121933	28.0	4.627816282852785E-12
JN555585-	121932	21.0	4.627816282852785E-12
JN555585-	121935	31.0	2.827282696151245E-11
JN555585-	121934	28.0	4.627816282852785E-12
JN555585-	121937	21.0	2.827282696151245E-11
JN555585-	121936	28.0	2.827282696151245E-11
JN555585-	121939	14.0	8.927493776508331E-13
JN555585-	121938	36.0	2.2617532568436117E-12
JN555585-	121941	15.0	8.927493776508331E-13
JN555585-	121940	29.0	8.927493776508331E-13
JN555585-	121943	22.5	8.927493776508331E-13
JN555585-	121942	22.0	8.927493776508331E-13
JN555585-	121945	9.0	8.927493776508331E-13
JN555585-	121944	10.0	8.927493776508331E-13
JN555585-	121947	13.0	8.927493776508331E-13
JN555585-	121946	5.0	8.927493776508331E-13
JN555585-	121949	12.0	5.6706119189933295E-12
JN555585-	121948	8.0	5.6706119189933295E-12
JN555585-	121951	5.0	5.6706119189933295E-12
JN555585-	121950	7.0	5.6706119189933295E-12
JN555585-	121953	12.0	5.6706119189933295E-12
JN555585-	121952	20.0	5.6706119189933295E-12
JN555585-	121955	16.0	6.873449716875541E-11
JN555585-	121954	13.0	5.6706119189933295E-12
JN555585-	121957	2.0	1.5690131484976317E-9
JN555585-	121956	13.0	1.0087380050247706E-10
JN555585-	121959	0.0	1.5690131484976317E-9
JN555585-	121958	2.0	6.769791142726682E-10
JN555585-	121961	1.0	8.131143761696564E-9
JN555585-	121960	1.0	3.5931145625126515E-9
JN555585-	121963	1.0	8.131143761696564E-9
JN555585-	121962	1.0	8.131143761696564E-9
JN555585-	121965	0.0	1.6250693013153223E-9
JN555585-	121964	0.0	8.131143761696564E-9
JN555585-	121967	4.0	1.6250693013153223E-9
JN555585-	121966	1.0	1.6250693013153223E-9
JN555585-	121969	12.0	7.768605046742797E-9
JN555585-	121968	5.0	7.768605046742797E-9
JN555585-	121971	4.0	3.2411136181467335E-8
JN555585-	121970	9.0	1.7235692916748875E-8
JN555585-	121973	2.0	6.998089676390706E-8
JN555585-	121972	12.0	3.2411136181467335E-8
JN555585-	121975	5.0	3.2411136181467335E-8
JN555585-	121974	2.0	1.4811053895537265E-8
JN555585-	121977	2.0	3.2411136181467335E-8
JN555585-	121976	1.0	3.2411136181467335E-8
JN555585-	121979	6.0	6.677511375725711E-9
JN555585-	121978	8.0	2.9698369158114362E-9
JN555585-	121981	7.0	1.4811053895537265E-8
JN555585-	121980	13.0	6.677511375725711E-9
JN555585-	121983	13.0	5.6495459309567965E-8
JN555585-	121982	24.0	1.4556319603041119E-8
JN555585-	121984	15.0	4.0448305117340626E-7
JN555585-	23710	13.0	4.3920993505470467E-7
JN555585-	105667	357.0	3.5333320323341187E-7
JN555585-	105668	119.0	3.5333320323341187E-7
JN555585-	130281	63.0	2.1284903734928412E-7
JN555585-	130283	22.0	1.0161997554572886E-7
JN555585-	130282	3.0	1.0161997554572886E-7
JN555585-	130285	6.0	2.1284903734928412E-7
JN555585-	130284	22.0	2.1284903734928412E-7
JN555585-	130289	26.0	3.034801247447669E-7
JN555585-	130291	42.0	2.1284903734928412E-7
JN555585-	130290	20.0	3.034801247447669E-7
JN555585-	130293	37.0	3.1633150141257684E-8
JN555585-	130292	5.0	1.0161997554572886E-7
JN555585-	130295	11.0	1.3028204919747988E-9
JN555585-	130294	16.0	1.3028204919747988E-9
JN555585-	130297	7.0	5.3682707806457785E-9
JN555585-	130296	25.0	1.3028204919747988E-9
JN555585-	130299	20.0	5.3682707806457785E-9
JN555585-	130298	15.0	5.3682707806457785E-9
JN555585-	130301	25.0	3.8479083658000095E-8
JN555585-	130300	21.0	1.1175660525517155E-8
JN555585-	130302	8.0	2.1284903734928412E-7
JN555585-	56746	10.0	4.3920993505470467E-7
JN555585-	56753	11.0	4.3920993505470467E-7
JN555585-	56759	8.0	2.990594384059263E-7
JN555585-	56760	4.0	2.990594384059263E-7
JN555585-	56763	3.0	3.5333320323341187E-7
JN555585-	114129	7.0	4.3920993505470467E-7
JN555585-	114128	12.0	4.3920993505470467E-7
JN555585-	114133	4.0	2.990594384059263E-7
JN555585-	114132	21.0	2.990594384059263E-7
JN555585-	114134	4.0	2.990594384059263E-7
JN555585-	122445	38.0	3.134739674339986E-7
JN555585-	130637	11.0	1.898554123364882E-7
JN555585-	130636	73.0	1.7420588781331683E-7
JN555585-	122447	16.083332061767578	3.134739674339986E-7
JN555585-	130639	41.0	4.0193699282803E-8
JN555585-	122446	8.0	1.4909870253465837E-7
JN555585-	130638	14.0	1.898554123364882E-7
JN555585-	122449	33.0	3.774771663508733E-8
JN555585-	130641	24.0	4.0193699282803E-8
JN555585-	122448	46.0	8.161325653492634E-8
JN555585-	130640	23.0	4.0193699282803E-8
JN555585-	122451	22.0	3.706485783372217E-9
JN555585-	130643	33.0	1.7420588781331683E-7
JN555585-	122450	58.0	8.348471808606822E-9
JN555585-	130642	22.0	4.0193699282803E-8
JN555585-	122453	15.0	3.706485783372217E-9
JN555585-	130645	12.0	1.7420588781331683E-7
JN555585-	122452	27.0	3.706485783372217E-9
JN555585-	130644	24.0	1.7420588781331683E-7
JN555585-	122455	27.0	3.706485783372217E-9
JN555585-	122454	22.0	3.706485783372217E-9
JN555585-	122457	33.0	8.348471808606822E-9
JN555585-	122456	24.0	3.706485783372217E-9
JN555585-	130648	30.0	3.6712416133388554E-7
JN555585-	122459	51.0	3.5931145625126515E-9
JN555585-	122458	33.0	1.857146502623241E-8
JN555585-	122461	13.0	1.5690131484976317E-9
JN555585-	122460	15.0	1.5690131484976317E-9
JN555585-	122463	69.0	1.1502529441395461E-11
JN555585-	122462	41.0	2.406965955495957E-10
JN555585-	122465	11.0	3.486580923303836E-13
JN555585-	122464	50.0	8.927493776508331E-13
JN555585-	122467	8.0	3.486580923303836E-13
JN555585-	122466	14.0	3.486580923303836E-13
JN555585-	122469	9.0	3.486580923303836E-13
JN555585-	122468	2.0	3.486580923303836E-13
JN555585-	130660	10.0	5.249082799457521E-7
JN555585-	122471	3.0	3.486580923303836E-13
JN555585-	122470	9.0	3.486580923303836E-13
JN555585-	122473	3.0	3.486580923303836E-13
JN555585-	122472	1.0	3.486580923303836E-13
JN555585-	122475	3.0	7.263029089967225E-15
JN555585-	122474	4.0	7.263029089967225E-15
JN555585-	122477	8.0	1.9445828219664357E-14
JN555585-	122476	5.0	7.263029089967225E-15
JN555585-	122479	7.0	2.6810819099560642E-15
JN555585-	122478	2.0	2.6810819099560642E-15
JN555585-	122481	8.0	2.4869019711035125E-16
JN555585-	122480	38.0	2.4869019711035125E-16
JN555585-	122483	18.0	1.8660039411736874E-15
JN555585-	122482	11.0	6.849887885320179E-16
JN555585-	122485	21.0	5.0287224855351575E-15
JN555585-	122484	14.0	1.8660039411736874E-15
JN555585-	122487	0.0	3.5393412903653513E-14
JN555585-	122486	4.0	1.340992662809691E-14
JN555585-	122489	1.0	1.340992662809691E-14
JN555585-	122488	0.0	5.0287224855351575E-15
JN555585-	122491	0.0	1.340992662809691E-14
JN555585-	122490	0.0	1.340992662809691E-14
JN555585-	122493	1.0	3.5393412903653513E-14
JN555585-	122492	5.0	1.340992662809691E-14
JN555585-	122495	1.0	9.247956274826928E-14
JN555585-	122494	4.0	3.5393412903653513E-14
JN555585-	122497	2.0	3.5393412903653513E-14
JN555585-	122496	2.0	9.247956274826928E-14
JN555585-	122499	1.0	9.247956274826928E-14
JN555585-	122498	0.0	3.5393412903653513E-14
JN555585-	122501	3.0	5.0287224855351575E-15
JN555585-	122500	5.0	9.247956274826928E-14
JN555585-	122503	3.0	1.340992662809691E-14
JN555585-	122502	9.0	1.340992662809691E-14
JN555585-	122505	6.0	6.849887885320179E-16
JN555585-	122504	1.0	3.5393412903653513E-14
JN555585-	122507	0.0	6.849887885320179E-16
JN555585-	122506	0.0	6.849887885320179E-16
JN555585-	122509	7.0	5.0287224855351575E-15
JN555585-	122508	4.0	1.8660039411736874E-15
JN555585-	122511	11.0	1.340992662809691E-14
JN555585-	122510	2.0	5.0287224855351575E-15
JN555585-	122513	1.0	3.5393412903653513E-14
JN555585-	122512	4.0	1.340992662809691E-14
JN555585-	122515	4.0	3.5393412903653513E-14
JN555585-	122514	15.0	3.5393412903653513E-14
JN555585-	122517	8.0	2.392725194915335E-13
JN555585-	122516	11.0	9.247956274826928E-14
JN555585-	122519	7.0	6.131358311973077E-13
JN555585-	122518	1.0	2.392725194915335E-13
JN555585-	122521	3.0	1.5564217253465694E-12
JN555585-	122520	6.0	6.131358311973077E-13
JN555585-	122523	2.0	8.409393746341624E-11
JN555585-	122522	3.0	1.5564217253465694E-12
JN555585-	122525	3.0	3.9330765496016294E-10
JN555585-	122524	6.0	2.0256782998980348E-10
JN555585-	122527	5.0	1.818462383372824E-8
JN555585-	122526	7.0	3.053384462491789E-9
JN555585-	122528	5.0	1.898554123364882E-7
JN555585-	57055	3.0	4.3920993505470467E-7
JN555585-	81653	43.0	1.9476867461967072E-7
JN555585-	81652	45.0	3.5333320323341187E-7
JN555585-	81655	18.0	2.990594384059263E-7
JN555585-	81654	6.0	1.9476867461967072E-7
JN555585-	81657	18.0	3.5333320323341187E-7
JN555585-	81656	20.0	3.5333320323341187E-7
JN555585-	40757	123.0	4.0448305117340626E-7
JN555585-	40758	70.0	1.204115476110892E-7
JN555585-	40759	50.0	1.193005019393818E-8
JN555585-	40760	27.742856979370117	1.193005019393818E-8
JN555585-	40761	95.5	2.9698369158114362E-9
JN555585-	40762	190.0	6.575238117798269E-10
JN555585-	40763	178.0	3.007160382327982E-10
JN555585-	40764	383.0	6.769791142726682E-10
JN555585-	40765	133.0	3.053384462491789E-9
JN555585-	40766	1130.142822265625	4.802740130062329E-10
JN555585-	40767	547.0	1.6396795347460176E-7
JN555585-	40768	168.0	5.363437730476785E-9
JN555585-	40769	31.0	5.363437730476785E-9
JN555585-	40770	11.0	2.484118527800596E-8
JN555585-	40771	5.0	2.484118527800596E-8
JN555585-	40772	3.0	5.7102464859818916E-8
JN555585-	40773	2.0	5.7102464859818916E-8
JN555585-	40774	2.0	5.7102464859818916E-8
JN555585-	40775	6.0	5.7102464859818916E-8
JN555585-	40776	7.0	5.7102464859818916E-8
JN555585-	40777	3.0	5.7102464859818916E-8
JN555585-	40778	2.0	2.484118527800596E-8
JN555585-	40779	4.0	2.484118527800596E-8
JN555585-	40780	3.0	2.484118527800596E-8
JN555585-	40781	2.0	2.484118527800596E-8
JN555585-	40782	3.0	5.7102464859818916E-8
JN555585-	40783	3.0	5.7102464859818916E-8
JN555585-	40784	3.0	5.7102464859818916E-8
JN555585-	40785	9.0	2.484118527800596E-8
JN555585-	40786	19.0	2.484118527800596E-8
JN555585-	40787	8.0	2.484118527800596E-8
JN555585-	40788	13.0	2.484118527800596E-8
JN555585-	40789	3.0	4.597232340409012E-9
JN555585-	40790	13.0	1.955144788450455E-9
JN555585-	40791	11.0	1.955144788450455E-9
JN555585-	40792	9.0	1.955144788450455E-9
JN555585-	40793	9.0	1.955144788450455E-9
JN555585-	40794	2.0	4.597232340409012E-9
JN555585-	40795	6.0	4.597232340409012E-9
JN555585-	40796	3.0	4.597232340409012E-9
JN555585-	40797	1.0	4.597232340409012E-9
JN555585-	40798	5.0	4.597232340409012E-9
JN555585-	40799	5.0	4.597232340409012E-9
JN555585-	40800	5.0	5.363437730476785E-9
JN555585-	40801	8.0	5.363437730476785E-9
JN555585-	40802	0.0	5.363437730476785E-9
JN555585-	40803	3.0	2.484118527800596E-8
JN555585-	40804	2.0	5.7102464859818916E-8
JN555585-	40805	2.0	1.3031075314163676E-7
JN555585-	40806	7.0	1.3031075314163676E-7
JN555585-	40807	10.0	5.7102464859818916E-8
JN555585-	40808	1.0	5.7102464859818916E-8
JN555585-	40809	0.0	5.7102464859818916E-8
JN555585-	40810	1.0	5.7102464859818916E-8
JN555585-	40811	2.0	1.3031075314163676E-7
JN555585-	40812	1.0	1.3031075314163676E-7
JN555585-	40813	1.0	1.3031075314163676E-7
JN555585-	40814	0.0	1.3031075314163676E-7
JN555585-	40815	1.0	1.3031075314163676E-7
JN555585-	40816	0.0	1.3031075314163676E-7
JN555585-	40817	0.0	1.3031075314163676E-7
JN555585-	40818	0.0	5.7102464859818916E-8
JN555585-	40819	0.0	5.7102464859818916E-8
JN555585-	40820	0.0	5.7102464859818916E-8
JN555585-	40821	0.0	5.7102464859818916E-8
JN555585-	40822	0.0	5.7102464859818916E-8
JN555585-	40823	0.0	5.7102464859818916E-8
JN555585-	40824	0.0	1.3031075314163676E-7
JN555585-	40825	0.0	5.7102464859818916E-8
JN555585-	40826	0.0	5.7102464859818916E-8
JN555585-	40827	0.0	5.7102464859818916E-8
JN555585-	40828	1.0	5.7102464859818916E-8
JN555585-	40829	0.0	5.7102464859818916E-8
JN555585-	40830	2.0	5.7102464859818916E-8
JN555585-	40831	0.0	4.597232340409012E-9
JN555585-	40832	0.0	4.597232340409012E-9
JN555585-	40833	2.0	4.597232340409012E-9
JN555585-	40834	2.0	4.597232340409012E-9
JN555585-	40835	1.0	4.597232340409012E-9
JN555585-	40836	1.0	5.363437730476785E-9
JN555585-	40837	1.0	5.363437730476785E-9
JN555585-	40838	0.0	2.484118527800596E-8
JN555585-	40839	2.0	2.484118527800596E-8
JN555585-	40840	1.0	2.484118527800596E-8
JN555585-	40841	0.0	5.7102464859818916E-8
JN555585-	40842	1.0	1.3031075314163676E-7
JN555585-	40843	9.0	2.9526107357396116E-7
JN555585-	131015	58.0	3.502518091711236E-8
JN555585-	131014	97.0	7.727016317087053E-8
JN555585-	131017	73.0	2.0256782998980348E-10
JN555585-	131016	69.0	4.97462653042838E-9
JN555585-	131019	23.0	2.0256782998980348E-10
JN555585-	131018	14.0	2.0256782998980348E-10
JN555585-	131021	68.0	9.757377446871225E-12
JN555585-	131020	13.0	2.0256782998980348E-10
JN555585-	131023	47.0	9.757377446871225E-12
JN555585-	131022	24.0	9.757377446871225E-12
JN555585-	131025	52.0	9.757377446871225E-12
JN555585-	131024	32.0	9.757377446871225E-12
JN555585-	131027	24.0	9.757377446871225E-12
JN555585-	131026	15.0	9.757377446871225E-12
JN555585-	131029	45.0	9.757377446871225E-12
JN555585-	131028	20.0	9.757377446871225E-12
JN555585-	131031	31.0	9.757377446871225E-12
JN555585-	131030	22.0	9.757377446871225E-12
JN555585-	131033	28.0	9.757377446871225E-12
JN555585-	131032	24.0	9.757377446871225E-12
JN555585-	131035	7.0	9.757377446871225E-12
JN555585-	131034	22.0	9.757377446871225E-12
JN555585-	131037	8.0	9.757377446871225E-12
JN555585-	131036	27.0	9.757377446871225E-12
JN555585-	131039	11.0	9.757377446871225E-12
JN555585-	131038	10.0	9.757377446871225E-12
JN555585-	131041	18.0	9.757377446871225E-12
JN555585-	57313	25.0	5.249082799457521E-7
JN555585-	131040	10.0	9.757377446871225E-12
JN555585-	57314	10.0	2.5313347960334253E-7
JN555585-	131043	10.0	9.757377446871225E-12
JN555585-	57315	7.0	2.5313347960334253E-7
JN555585-	131042	18.0	9.757377446871225E-12
JN555585-	57316	7.0	2.5313347960334253E-7
JN555585-	131045	8.0	9.757377446871225E-12
JN555585-	57317	12.0	2.5313347960334253E-7
JN555585-	131044	11.0	9.757377446871225E-12
JN555585-	57318	8.0	2.5313347960334253E-7
JN555585-	131047	23.0	9.757377446871225E-12
JN555585-	57319	5.0	2.5313347960334253E-7
JN555585-	131046	6.0	9.757377446871225E-12
JN555585-	57320	4.0	2.5313347960334253E-7
JN555585-	131049	7.0	9.757377446871225E-12
JN555585-	57321	7.0	2.5313347960334253E-7
JN555585-	131048	12.0	9.757377446871225E-12
JN555585-	57322	3.0	2.5313347960334253E-7
JN555585-	131051	4.0	9.757377446871225E-12
JN555585-	57323	11.0	2.5313347960334253E-7
JN555585-	131050	6.0	9.757377446871225E-12
JN555585-	57324	9.0	5.6495459309567965E-8
JN555585-	131053	12.0	9.757377446871225E-12
JN555585-	57325	7.0	1.204115476110892E-7
JN555585-	131052	11.0	9.757377446871225E-12
JN555585-	57326	9.0	4.0448305117340626E-7
JN555585-	131055	10.0	9.757377446871225E-12
JN555585-	57327	4.0	4.0448305117340626E-7
JN555585-	131054	17.0	9.757377446871225E-12
JN555585-	131057	12.0	9.757377446871225E-12
JN555585-	131056	7.0	9.757377446871225E-12
JN555585-	131059	14.0	9.757377446871225E-12
JN555585-	131058	10.0	9.757377446871225E-12
JN555585-	131061	6.0	9.757377446871225E-12
JN555585-	131060	4.0	9.757377446871225E-12
JN555585-	131063	8.0	9.757377446871225E-12
JN555585-	131062	6.0	9.757377446871225E-12
JN555585-	131065	10.0	9.757377446871225E-12
JN555585-	131064	0.0	9.757377446871225E-12
JN555585-	57338	29.0	3.6712416133388554E-7
JN555585-	131067	17.0	3.914636460720072E-12
JN555585-	57339	20.0	8.85589843379814E-8
JN555585-	131066	13.0	3.914636460720072E-12
JN555585-	57340	11.0	4.080495399580606E-8
JN555585-	131069	6.0	8.409393746341624E-11
JN555585-	57341	31.0	1.818462383372824E-8
JN555585-	131068	5.0	9.757377446871225E-12
JN555585-	57342	13.0	1.818462383372824E-8
JN555585-	131071	10.0	8.409393746341624E-11
JN555585-	57343	14.0	4.0193699282803E-8
JN555585-	131070	17.0	8.409393746341624E-11
JN555585+	49182	14.0	2.990594384059263E-7
JN555585+	49183	18.0	3.5333320323341187E-7
JN555585+	49184	10.0	3.5333320323341187E-7
JN555585+	49185	20.0	4.0448305117340626E-7
JN555585+	49188	23.0	4.0448305117340626E-7
JN555585+	49190	8.0	3.5333320323341187E-7
JN555585+	49191	28.0	3.5333320323341187E-7
JN555585+	127087	0.0	1.3031075314163676E-7
JN555585+	127086	0.0	2.9526107357396116E-7
JN555585+	127089	0.0	1.3031075314163676E-7
JN555585+	127088	0.0	1.3031075314163676E-7
JN555585+	127091	0.0	1.3031075314163676E-7
JN555585+	127090	0.0	1.3031075314163676E-7
JN555585+	127093	0.0	5.7102464859818916E-8
JN555585+	127092	0.0	5.7102464859818916E-8
JN555585+	127095	0.0	2.484118527800596E-8
JN555585+	127094	0.0	2.484118527800596E-8
JN555585+	127097	0.0	2.484118527800596E-8
JN555585+	127096	0.0	2.484118527800596E-8
JN555585+	127099	0.0	5.363437730476785E-9
JN555585+	127098	0.05882352963089943	5.363437730476785E-9
JN555585+	127100	0.0	5.363437730476785E-9
JN555585+	127103	0.0	1.955144788450455E-9
JN555585+	127102	0.0555555559694767	1.955144788450455E-9
JN555585+	127105	0.0	8.250032922360614E-10
JN555585+	127104	0.0	1.955144788450455E-9
JN555585+	127106	0.0	3.453502153545731E-10
JN555585+	94341	63.0	4.3920993505470467E-7
JN555585+	94343	59.0	1.4351835873454692E-7
JN555585+	127111	0.0	5.904336327185428E-11
JN555585+	94342	14.0	1.4351835873454692E-7
JN555585+	127110	0.0	5.904336327185428E-11
JN555585+	94345	106.0	4.328077405744534E-8
JN555585+	127113	0.0	5.904336327185428E-11
JN555585+	94344	65.0	1.4556319603041119E-8
JN555585+	127112	0.0	5.904336327185428E-11
JN555585+	94347	128.0	9.24689787398401E-8
JN555585+	127115	0.0	5.904336327185428E-11
JN555585+	94346	168.0	1.4556319603041119E-8
JN555585+	127114	0.0	5.904336327185428E-11
JN555585+	94349	87.0	9.24689787398401E-8
JN555585+	127117	0.0	9.757377446871225E-12
JN555585+	94348	56.0	3.5333320323341187E-7
JN555585+	127116	0.0	2.4106461927554066E-11
JN555585+	94351	51.0	9.24689787398401E-8
JN555585+	127119	0.0	9.757377446871225E-12
JN555585+	94350	103.0	9.24689787398401E-8
JN555585+	127118	0.0	9.757377446871225E-12
JN555585+	94353	37.0	4.328077405744534E-8
