Reference (Strand)	Position	Read-count	Fold-change
JN555585+	111413	4.0	1.855953630483293
JN555585+	68406	4.0	1.98564470712293
JN555585+	88894	6.0	1.9808911771522952
JN555585+	15168	6.0	2.5283789724547887
JN555585+	56133	196.0	6.8407135191040345
JN555585+	88902	7.0	2.2272094377342238
JN555585+	56136	128.0	5.964376090369279
JN555585+	140110	6.0	1.9526942853216434
JN555585+	140108	6.0	1.9526942853216434
JN555585+	133974	5.0	2.2584251526812045
JN555585+	70485	347.0	5.477168524391317
JN555585+	88917	7.0	2.2466399676831252
JN555585+	70487	94.0	3.375874210602194
JN555585+	88918	7.0	2.2466399676831252
JN555585+	11095	9.0	2.937264244752037
JN555585+	70488	1230.0	8.507419353819143
JN555585+	136033	23.0	4.266551337950989
JN555585+	107367	6.0	2.1360615496760285
JN555585+	136037	6.0	2.228818690595881
JN555585+	107369	10.0	2.894321922205463
JN555585+	107368	7.0	2.363748270681989
JN555585+	107370	29.0	4.53605290034021
JN555585+	140148	6.0	1.9434164717336324
JN555585+	27514	5.0	2.265344566620995
JN555585+	64378	10.0	3.1844245712374275
JN555585+	136063	10.0	3.0000000001
JN555585+	138114	6.0	2.426948694385529
JN555585+	119680	5.0	2.171368418411981
JN555585+	91008	56.0	4.631032149517141
JN555585+	91011	79.0	5.216317907026764
JN555585+	41861	25.0	3.0954195651786827
JN555585+	140164	10.0	2.5649048484799026
JN555585+	41862	321.0	7.79535999449635
JN555585+	41865	27.0	3.206450877567427
JN555585+	33683	5.0	2.1909972251609138
JN555585+	33686	6.0	2.4606343658189544
JN555585+	52121	6.0	2.2804514590112035
JN555585+	48025	5.0	1.8059129479836977
JN555585+	52128	5.0	2.005782352694006
JN555585+	97185	6.0	2.334000927287937
JN555585+	43939	8.0	2.9023892034735783
JN555585+	97207	5.0	1.9323612832246366
JN555585+	89019	6.0	1.8151907615717087
JN555585+	43966	7.0	2.7030182623428685
JN555585+	113599	11.0	3.361820822110875
JN555585+	123841	7.0	2.6896598794878495
JN555585+	113601	4.0	1.855953630483293
JN555585+	123844	4.0	1.8690691302735516
JN555585+	91076	110.0	5.945435639370285
JN555585+	142276	5.0	1.8313579645411613
JN555585+	142277	7.0	2.3270898001031415
JN555585+	123848	5.0	2.1975999599851606
JN555585+	48073	32.0	4.643856189874724
JN555585+	11210	8.0	2.4890380808226205
JN555585+	11211	35.0	4.761911951396437
JN555585+	95181	5.0	2.11403524334603
JN555585+	48076	34.0	4.736965594266207
JN555585+	70604	22.0	3.9586295656801402
JN555585+	76756	4.0	1.98564470712293
JN555585+	138196	14.0	3.3682637519313365
JN555585+	89047	13.0	3.0223678131284544
JN555585+	97238	7.0	2.261386553052312
JN555585+	70617	9.0	2.614108846480673
JN555585+	142298	6.0	2.089267338197087
JN555585+	70619	9.0	2.628905848408753
JN555585+	87005	7.0	2.4483960963252747
JN555585+	142303	10.0	2.84684321203858
JN555585+	142300	11.0	2.989545642462834
JN555585+	87006	5.0	1.940644722483579
JN555585+	89056	10.0	2.6303939300681622
JN555585+	125923	4.0	1.9091465696488863
JN555585+	89058	14.0	3.13379849816746
JN555585+	140262	8.0	1.7983661389303496
JN555585+	121833	51.0	5.458300536718649
JN555585+	140266	64.0	5.021804370418349
JN555585+	121832	11.0	3.015824967261682
JN555585+	89064	6.0	1.8756718650977984
JN555585+	140267	26.0	3.589408405852348
JN555585+	27625	6.0	2.5777669994169523
JN555585+	95208	8.0	2.810966175709983
JN555585+	140264	18.0	3.0000000001
JN555585+	140265	12.0	2.424687669412563
JN555585+	134126	7.0	2.5443205163238107
JN555585+	66540	5.25	2.2548138991288256
JN555585+	134127	30.0	4.789195553038764
JN555585+	138227	47.0	5.191978698221028
JN555585+	138224	7.0	2.270555993384884
JN555585+	138225	9.0	2.6431049819370864
JN555585+	103412	13.0	3.026883294250948
JN555585+	103415	20.0	3.6803820658998387
JN555585+	103417	75.0	5.867050331176728
JN555585+	64504	12.0	3.178970141145319
JN555585+	140283	10.0	2.1942948152614887
JN555585+	64506	12.0	3.178970141145319
JN555585+	140287	9.0	2.0455968665401105
JN555585+	54271	8.0	2.98564470712293
JN555585+	142342	9.0	2.726318350066698
JN555585+	13317	12.0	1.9114060768310115
JN555585+	115719	6.0	2.424687669412563
JN555585+	41991	8.0	2.869069130273551
JN555585+	64519	6.0	2.1627295001381084
JN555585+	64520	6.0	2.1627295001381084
JN555585+	103432	6.0	1.8494403235246186
JN555585+	52237	9.0	2.7316321499631653
JN555585+	93196	17.0	3.6652298406672914
JN555585+	121872	13.0	3.2674803109649857
JN555585+	68626	5.0	2.293358942790592
JN555585+	52243	9.0	2.7693870719585836
JN555585+	97298	8.0	2.2134036382091935
JN555585+	140310	10.0	2.2515387670959646
JN555585+	115732	9.0	3.0226183027620186
JN555585+	9244	243.0	3.4588380392017117
JN555585+	132127	79.0	3.2912120747740476
JN555585+	9245	3066.0	8.583946478605526
JN555585+	9246	745.0	5.24868294762204
JN555585+	132130	78.0	3.2692625163069953
JN555585+	23584	6.0	2.014499569795115
JN555585+	9248	221.0	3.3144403232561523
JN555585+	23585	9.0	2.614108846480673
JN555585+	132129	307.0	5.467159182666643
JN555585+	97317	6.0	1.8067539244230686
JN555585+	23593	7.0	2.236891991131563
JN555585+	113708	6.0	2.4606343658189544
JN555585+	132147	30.0	1.8433876534023605
JN555585+	23601	7.0	2.2417577463033793
JN555585+	132144	603.0	6.779208042769611
JN555585+	23602	7.0	2.2417577463033793
JN555585+	132145	184.0	4.599462070516271
JN555585+	132150	31.0	1.891556482200412
JN555585+	132151	42.0	2.339206086419198
JN555585+	66621	7.0	2.629437129961761
JN555585+	66623	4.0	1.8030782662796703
JN555585+	126020	5.0	2.265344566620995
JN555585+	97353	6.0	1.8322139094140224
JN555585+	97357	25.0	3.979373349510042
JN555585+	13389	13.0	2.0156209806878693
JN555585+	97356	11.0	2.7282483771650976
JN555585+	13390	348.0	7.810675280449215
JN555585+	13393	42.0	3.767046933504067
JN555585+	115799	4.0	1.807805834816655
JN555585+	93271	6.0	1.9068905957085187
JN555585+	103519	5.0	2.171368418411981
JN555585+	42083	4.0	1.8046524017777807
JN555585+	136299	7.0	2.6633085525408973
JN555585+	138344	1329.0	5.960299131903261
JN555585+	93291	6.0	1.897901812481264
JN555585+	138345	3715.0	8.624185400686455
JN555585+	42105	4.0	1.9023892034735777
JN555585+	97402	6.0	1.8624964763500653
JN555585+	66685	4.0	1.8300749986576879
JN555585+	17534	6.0	2.389614902498937
JN555585+	66689	5.0	2.158429362704483
JN555585+	93319	6.0	1.9434164717336324
JN555585+	93318	8.0	2.367731784600487
JN555585+	33929	7.0	2.7165014917064907
JN555585+	33931	4.0	1.8889686877112561
JN555585+	62604	4.0	1.9434164717336324
JN555585+	111759	9.0	2.8365012678171206
JN555585+	93326	7.0	2.193823269239677
JN555585+	81038	4.0	1.98564470712293
JN555585+	111761	26.0	4.467778961450817
JN555585+	95377	4.0	1.9296106722086022
JN555585+	91283	16.0	3.540568381462703
JN555585+	91284	22.0	4.0318254459553975
JN555585+	107676	10.0	3.265344566620995
JN555585+	70815	15.0	3.4792844229266193
JN555585+	91296	51.0	5.409390936237702
JN555585+	140448	5.0	2.005782352694006
JN555585+	21675	4.0	1.936497057793842
JN555585+	27829	6.0	2.5008982360326817
JN555585+	23734	11.0	3.184424571237428
JN555585+	140469	7.0	2.508696606593089
JN555585+	113851	6.0	2.370837695468309
JN555585+	117948	43.0	3.9615964877986536
JN555585+	117950	30.0	3.408639728180693
JN555585+	144578	5.0	2.265344566620995
JN555585+	103616	4.0	1.8956633402852643
JN555585+	144579	6.0	2.5353317330965557
JN555585+	13508	36.0	4.742318828760413
JN555585+	70857	8.0	2.632628934451471
JN555585+	13512	12.0	3.004817016397776
JN555585+	70865	7.0	2.434402824245775
JN555585+	117979	11.0	1.9109949940412554
JN555585+	117978	278.0	7.449914307313877
JN555585+	117980	11.0	1.9085309540897741
JN555585+	89308	9.0	2.628905848408753
JN555585+	13535	11.0	2.7858751947471525
JN555585+	50401	5.0	2.231074664536249
JN555585+	113888	5.0	2.158429362704483
JN555585+	23779	5.0	1.982790710067777
JN555585+	25827	4.0	1.9227570011675397
JN555585+	46316	5.0	2.2863041852566415
JN555585+	9456	9.0	2.3694564649053715
JN555585+	9457	9.0	2.3694564649053715
JN555585+	89331	6.0	2.024247546346677
JN555585+	9458	7.0	1.9986266585276693
JN555585+	44275	4.0	1.9573556626915065
JN555585+	89333	10.0	2.77595972588207
JN555585+	52469	4.0	1.936497057793842
JN555585+	132347	5.0	2.204018605098316
JN555585+	89348	6.0	2.024247546346677
JN555585+	120070	5.0	2.0174170531774096
JN555585+	9480	12.0	2.72499295260013
JN555585+	9482	20.0	3.4900508537956894
JN555585+	89354	6.0	1.9387998436632627
JN555585+	120077	5.0	2.0174170531774096
JN555585+	120081	5.0	2.0174170531774096
JN555585+	120082	8.0	2.7131188523118386
JN555585+	9491	19.0	3.412003439289211
JN555585+	11540	43.0	4.62303771836717
JN555585+	11543	82.0	5.7252837892185715
JN555585+	38171	4.0	1.9928044986957962
JN555585+	138527	6.0	2.0943923703749547
JN555585+	97573	9.0	2.408639728180693
JN555585+	142631	21.0	2.8316024684042813
JN555585+	97572	10.0	2.5649048484799026
JN555585+	142628	14.0	2.229623990667524
JN555585+	97575	7.0	2.0418201757946273
JN555585+	25895	5.0	2.2515387670959646
JN555585+	142629	285.0	7.449946144695751
JN555585+	138539	5.0	1.8365012678171209
JN555585+	142635	11.0	1.8744691180161412
JN555585+	97576	9.0	2.412901755034853
JN555585+	142633	11.0	1.8744691180161412
JN555585+	29998	6.0	2.5353317330965557
JN555585+	97586	16.0	3.273168783067507
JN555585+	138554	8.0	2.5353317330965557
JN555585+	62776	5.0	2.231074664536249
JN555585+	138563	5.0	1.857259827983918
JN555585+	13636	5.0	1.8520421187128988
JN555585+	111940	6.0	2.043943347687597
JN555585+	93511	10.0	2.49817873467909
JN555585+	111943	70.0	5.946590719528776
JN555585+	97607	9.0	2.4227731474516148
JN555585+	93513	21.0	3.614108846480673
JN555585+	42315	9.0	2.255360478048373
JN555585+	87376	4.0	1.9023892034735777
JN555585+	124243	12.0	2.810966175709983
JN555585+	42322	7.0	1.8662486112111727
JN555585+	124248	8.0	2.209227962238
JN555585+	93528	9.0	2.3461756412340398
JN555585+	124250	20.0	3.582079992288035
JN555585+	93530	7.0	1.9754776809659311
JN555585+	97631	16.0	3.263632437526585
JN555585+	140637	8.0	2.588573754373535
JN555585+	124259	35.0	4.455726593054822
JN555585+	124260	48.0	4.971430847903229
JN555585+	89451	13.0	3.401781402676577
JN555585+	89452	5.0	1.982790710067777
JN555585+	13678	9.0	2.542318163412663
JN555585+	42361	8.0	2.0144995697951154
JN555585+	118139	94.0	5.890106011412954
JN555585+	118141	42.0	4.504792152137173
JN555585+	118142	19.0	3.2697318838619336
JN555585+	134530	4.0	1.8690691302735516
JN555585+	118144	40.0	4.418889824874451
JN555585+	91523	8.0	2.888968687711256
JN555585+	134534	10.0	3.2310746645362487
JN555585+	134532	4.0	1.8690691302735516
JN555585+	23945	5.0	1.9601597355682092
JN555585+	93576	12.0	2.849440323524619
JN555585+	52620	10.0	2.1811494392045665
JN555585+	52621	30.0	3.805912947983698
JN555585+	52622	16.0	2.8268725666193437
JN555585+	93584	6.0	1.8365012678171209
JN555585+	140702	5.0	1.9545570293388328
JN555585+	9630	6.0	1.934197941704254
JN555585+	58792	20.0	4.300448367576911
JN555585+	13738	14.0	3.1704403418017266
JN555585+	23987	12.0	3.2980813530329947
JN555585+	13752	7.0	2.15200309354505
JN555585+	46522	6.0	1.8624964763500653
JN555585+	69063	29.0	3.8724805649226877
JN555585+	69064	174.0	7.115256131772681
JN555585+	93640	7.0	2.462526425160163
JN555585+	138696	20.0	2.9799423477587466
JN555585+	69066	21.0	3.3779621299016904
JN555585+	13775	6.0	1.9434164717336324
JN555585+	42456	7.0	1.9997939157249442
JN555585+	138715	10.0	1.9434164717336324
JN555585+	138718	44.0	4.149091498125147
JN555585+	138719	99.0	5.485310250562903
JN555585+	138717	12.0	2.1981515543489394
JN555585+	132578	6.0	2.238147407161547
JN555585+	87521	7.0	2.024946357230231
JN555585+	13793	11.0	2.888968687711256
JN555585+	138720	14.0	2.4068169925738756
JN555585+	13794	17.0	3.54644368821678
JN555585+	108005	4.0	1.8173077025838098
JN555585+	40421	32.0	4.950369232375399
JN555585+	50662	17.0	2.3848052979594287
JN555585+	50663	163.0	6.012444766466645
JN555585+	50664	25.0	2.9590374523215024
JN555585+	50665	25.0	2.9590374523215024
JN555585+	110056	5.0	2.005782352694006
JN555585+	50666	212.0	6.538886630273183
JN555585+	15850	11.0	3.120294233817712
JN555585+	85482	9.0	2.993602228901849
JN555585+	15851	5.0	1.9489759970755334
JN555585+	110061	5.0	2.005782352694006
JN555585+	52719	12.0	2.3431223172564857
JN555585+	52720	9.0	1.9250379424187778
JN555585+	52721	9.0	1.9526942853216434
JN555585+	87536	7.0	2.024946357230231
JN555585+	52722	9.0	2.0455968665401105
JN555585+	110067	5.0	2.005782352694006
JN555585+	126450	15.0	3.7369655942662066
JN555585+	48628	18.0	3.257275136645109
JN555585+	142839	7.0	2.217591435172627
JN555585+	126452	5.0	2.089267338197087
JN555585+	48629	23.0	3.6263215305822136
JN555585+	67063	16.0	3.9785202726895488
JN555585+	48630	127.0	6.553056092820076
JN555585+	87547	28.0	4.093659107314245
JN555585+	87546	11.0	2.6770230538099242
JN555585+	36348	5.0	2.2584251526812045
JN555585+	87549	22.0	3.7066830273301634
JN555585+	87550	9.0	2.3625700794847084
JN555585+	110081	10.0	3.040971781156306
JN555585+	110083	15.0	3.6620035365849843
JN555585+	42500	6.0	2.0142567125156687
JN555585+	42501	33.0	4.616519812921456
JN555585+	11782	14.0	3.2466399676831252
JN555585+	42503	10.0	2.785626475900722
JN555585+	11783	8.0	2.4102365131150227
JN555585+	11784	68.0	5.818429694895102
JN555585+	97801	6.0	2.2706006165044954
JN555585+	15881	6.0	2.200912694025997
JN555585+	17931	7.0	2.5736713402999953
JN555585+	9739	113.0	5.144363031342919
JN555585+	9742	21.0	2.526398608326548
JN555585+	46606	43.0	4.5702750574936175
JN555585+	9743	173.0	5.916093088754544
JN555585+	46607	9.0	2.1844245712374275
JN555585+	9745	50.0	3.848920527071188
JN555585+	46611	26.0	3.778241869844725
JN555585+	140822	4.0	1.8236772274595372
JN555585+	99863	5.0	2.0649174767813383
JN555585+	46614	11.0	2.481235989055646
JN555585+	99865	11.0	3.2391016638577415
JN555585+	46616	11.0	2.4775789654475564
JN555585+	112155	5.0	2.248107861695691
JN555585+	46619	8.0	1.9434164717336324
JN555585+	136734	419.0	7.815503812466044
JN555585+	136732	78.0	4.451500142293085
JN555585+	87594	7.0	1.9958838916277681
JN555585+	46649	14.0	2.810966175709983
JN555585+	118331	5.0	1.965784284762087
JN555585+	46650	14.0	2.810966175709983
JN555585+	118330	26.0	4.467778961450817
JN555585+	46651	13.0	2.700439718241092
JN555585+	142922	11.0	2.9333628070697095
JN555585+	118353	12.0	3.286304185256641
JN555585+	136787	31.0	3.020623672225851
JN555585+	46674	14.0	2.8145864913886802
JN555585+	114260	4.0	1.9928044986957962
JN555585+	142937	5.0	1.7958592833197748
JN555585+	142941	5.0	1.8365012678171209
JN555585+	48742	14.0	2.887061621946597
JN555585+	138866	7.0	2.0291463457595165
JN555585+	138867	18.0	3.438741759970112
JN555585+	56949	4.0	1.8889686877112561
JN555585+	108150	6.0	2.200912694025997
JN555585+	108152	13.0	3.355611221243651
JN555585+	38525	4.0	1.9928044986957962
JN555585+	46717	19.0	3.716858020817631
JN555585+	48769	8.0	2.060773422371791
JN555585+	110210	4.0	1.8173077025838098
JN555585+	61059	4.0	1.9573556626915065
JN555585+	54921	6.0	2.352301744030881
JN555585+	54922	28.0	4.716501491706491
JN555585+	110222	5.0	2.139235797471172
JN555585+	48786	41.0	4.560539026881939
JN555585+	140945	4.0	1.810966175709983
JN555585+	48789	16.0	3.1066377893361286
JN555585+	108182	13.0	3.299901788657363
JN555585+	110230	5.0	2.139235797471172
JN555585+	56984	4.0	1.8823049574302455
JN555585+	108184	14.0	3.412292122640027
JN555585+	102042	4.0	1.98564470712293
JN555585+	97951	23.0	2.242605642325957
JN555585+	97953	639.0	8.487794879855322
JN555585+	48800	7.0	1.8756718650977984
JN555585+	50849	4.0	1.8494403235246186
JN555585+	97952	27.0	2.479880454763599
JN555585+	140966	4.0	1.8173077025838098
JN555585+	65190	4.0	1.8624964763500653
JN555585+	89773	277.0	7.61804700352512
JN555585+	13996	5.0	2.077041035863828
JN555585+	13998	6.0	2.3461756412340398
JN555585+	93870	11.0	3.0211387671581504
JN555585+	93873	7.0	2.347923303520307
JN555585+	89776	33.0	3.649331319940876
JN555585+	93874	7.0	2.347923303520307
JN555585+	140984	4.0	1.8173077025838098
JN555585+	132798	5.0	2.0649174767813383
JN555585+	48830	7.0	1.8966222602546916
JN555585+	59087	6.0	2.487351704194734
JN555585+	24272	5.0	2.237863830198888
JN555585+	59089	4.0	1.8889686877112561
JN555585+	69331	15.0	3.395928676431139
JN555585+	69333	33.0	4.627554377545624
JN555585+	108245	7.0	2.3690620705784573
JN555585+	50902	5.0	2.2108967825986188
JN555585+	69334	26.0	4.251538767095965
JN555585+	138970	17.0	3.188287210869827
JN555585+	91865	4.0	1.8046524017777807
JN555585+	69336	7.0	2.261386553052312
JN555585+	138971	7.0	1.870010530007372
JN555585+	138969	9.0	2.23258060939208
JN555585+	87773	7.0	2.2032835984887433
JN555585+	138974	9.0	2.2439255829860896
JN555585+	143071	4.0	1.810966175709983
JN555585+	87774	7.0	2.1797480840279544
JN555585+	138973	17.0	3.192160220017033
JN555585+	143072	4.0	1.810966175709983
JN555585+	138987	27.0	3.910903658215142
JN555585+	22250	9.0	3.006426269259433
JN555585+	18156	4.0	1.8889686877112561
JN555585+	22253	10.0	3.1648843848417822
JN555585+	34544	4.0	1.8889686877112561
JN555585+	138995	7.0	1.8851570737612373
JN555585+	108275	15.0	3.614108846480673
JN555585+	34547	7.0	2.7165014917064907
JN555585+	36596	5.0	2.2584251526812045
JN555585+	91899	6.0	2.1953956890584303
JN555585+	87819	7.0	2.15200309354505
JN555585+	63248	7.0	2.72329065736913
JN555585+	57105	4.0	1.9785202726895488
JN555585+	108306	4.0	1.810966175709983
JN555585+	91927	13.0	3.349942471156959
JN555585+	87832	6.0	1.9250379424187778
JN555585+	12057	15.0	3.7433918634256393
JN555585+	12058	9.0	2.968291140372662
JN555585+	22311	4.0	1.8046524017777807
JN555585+	46888	5.0	2.2584251526812045
JN555585+	87853	9.0	2.5611157588667885
JN555585+	126767	4.0	1.9785202726895488
JN555585+	94002	9.0	2.7584987558158476
JN555585+	134966	8.0	2.9714308479032288
JN555585+	12086	6.0	2.3040061869901
JN555585+	98102	8.0	2.749038426566781
JN555585+	98106	5.0	2.046921047487493
JN555585+	69441	55.0	5.093356087175516
JN555585+	28481	4.0	1.8429562899544198
JN555585+	69443	105.0	6.269522661007915
JN555585+	87874	6.0	1.995199013836179
JN555585+	28484	4.0	1.8429562899544198
JN555585+	48964	4.0	1.8823049574302455
JN555585+	67405	5.0	1.9323612832246366
JN555585+	132943	7.0	2.1727616537118473
JN555585+	14160	4.0	1.7983661389303496
JN555585+	132947	7.0	2.1727616537118473
JN555585+	132944	6.0	1.945730337571879
JN555585+	132945	7.0	2.1727616537118473
JN555585+	132948	14.0	3.2009126940259964
JN555585+	118615	15.0	2.235597223226943
JN555585+	132949	15.0	3.2957182156645137
JN555585+	124758	5.0	2.1975999599851606
JN555585+	118617	300.0	7.413243261733308
JN555585+	118616	30.0	3.2699760153526407
JN555585+	91994	28.0	4.55034430395158
JN555585+	118620	67.0	4.51765256586173
JN555585+	89951	7.0	2.4177881103948784
JN555585+	89950	5.0	1.9213901654036336
JN555585+	89953	7.0	2.4177881103948784
JN555585+	89952	13.0	3.3442959080158166
JN555585+	89961	7.0	2.4013625624817676
JN555585+	24432	5.0	2.175300023078321
JN555585+	28528	7.0	2.6698513984076695
JN555585+	141171	2415.0	6.86207293523998
JN555585+	137072	5.0	2.223875953917577
JN555585+	28530	4.0	1.8429562899544198
JN555585+	141174	576.0	4.264959282858286
JN555585+	141175	115.0	1.8333683783321577
JN555585+	40822	37.0	5.166809028320456
JN555585+	141172	1818.0	6.258584633210495
JN555585+	118646	16.0	2.3241840689277304
JN555585+	141173	877.0	4.946329856624697
JN555585+	141176	249.0	2.97814927887834
JN555585+	112509	22.0	2.9722025488103787
JN555585+	112511	266.5	7.3971543549453305
JN555585+	12160	6.0	2.130786607635354
JN555585+	12162	5.0	1.8624964763500653
JN555585+	112515	12.0	2.0722299376862514
JN555585+	143251	2332.0	8.826987796757026
JN555585+	143254	507.0	5.151939860434177
JN555585+	122772	6.0	2.2804514590112035
JN555585+	143252	126.0	2.962478321248556
JN555585+	67478	6.0	2.168122758908327
JN555585+	122774	28.0	4.637429920715292
JN555585+	67480	32.0	4.730966853644763
JN555585+	87965	6.0	2.2921807515933104
JN555585+	133035	7.0	2.2490872881018684
JN555585+	94123	5.0	1.9770995979899213
JN555585+	96171	388.0	4.3249057947872585
JN555585+	96170	846.0	5.631122699966936
JN555585+	96173	2357.0	7.95253238685087
JN555585+	96172	323.0	4.036365547409608
JN555585+	12209	25.0	4.28771237964945
JN555585+	120755	4.0	1.9503692323753996
JN555585+	12210	29.0	4.52455726150238
JN555585+	139194	13.0	2.782053483794744
JN555585+	139195	26.0	3.8365012678171206
JN555585+	139193	64.0	5.295128035643647
JN555585+	98236	6.0	2.094187019344058
JN555585+	139203	9.0	2.240134003823715
JN555585+	10182	8.0	2.136061549676028
JN555585+	10184	13.0	2.852442811686142
JN555585+	10185	13.0	2.8444500209326113
JN555585+	61385	12.0	3.5214595585149984
JN555585+	10186	13.0	2.848440881128646
JN555585+	55247	9.0	3.127280664133819
JN555585+	16352	12.0	3.389614902498937
JN555585+	51181	5.0	2.107803289634515
JN555585+	104430	5.0	2.272297327262762
JN555585+	88058	5.0	1.8889686877112561
JN555585+	86014	4.0	1.936497057793842
